city,country,population,lat,lng
Aliwal North,South Africa,44436.0,-30.6896,26.71
Roskilde,Denmark,44285.0,55.65,12.0833
Villa Constitución,Argentina,44271.0,-33.23,-60.35
Winneba,Ghana,44254.0,5.3504,-0.63
Taree,Australia,44182.0,-31.8976,152.4618
Padangpanjang,Indonesia,44096.0,-0.4496,100.4167
Timashevsk,Russia,44024.0,45.6247,38.9444
Alapayevsk,Russia,44000.0,57.8465,61.6915
Voznesens’k,Ukraine,43996.0,47.5504,31.3333
Naivasha,Kenya,43983.0,-0.7096,36.43
Nabire,Indonesia,43898.0,-3.3515,135.5134
Comendador,Dominican Republic,43894.0,18.876,-71.707
Salinas,Ecuador,43862.0,-2.2,-80.98
Batouri,Cameroon,43821.0,4.4337,14.3666
Basoko,Congo (Kinshasa),43709.0,1.2404,23.59
Novozybkov,Russia,43534.0,52.5348,31.9449
Sambava,Madagascar,43465.0,-14.2662,50.1666
Imbituba,Brazil,43450.0,-28.2296,-48.66
Volksrust,South Africa,43378.0,-27.3596,29.89
Nizhneudinsk,Russia,43326.0,54.8977,99.0277
Sovetsk,Russia,43309.0,55.0718,21.882
Al Wajh,Saudi Arabia,43237.0,26.2324,36.4636
Whanganui,New Zealand,43200.0,-39.9326,175.0393
Ambatondrazaka,Madagascar,43134.0,-17.8329,48.4167
Mariinsk,Russia,43122.0,56.2108,87.7604
Krasnoufimsk,Russia,43121.0,56.5991,57.7586
Macenta,Guinea,43102.0,8.5504,-9.48
Lubao,Congo (Kinshasa),43068.0,-5.3896,25.75
Yendi,Ghana,42972.0,9.4337,-0.0167
Genhe,China,42849.0,50.7833,121.5167
San Antonio de los Baños,Cuba,42724.0,22.8911,-82.4991
Arys,Kazakhstan,42648.0,42.4369,68.8048
Sansanné-Mango,Togo,42626.0,10.3596,0.4708
Hulin,China,42559.0,45.769,132.9922
Partizansk,Russia,42489.0,43.1349,133.1349
Shū,Kazakhstan,42439.0,43.5953,73.7448
Kotabumi,Indonesia,42366.0,-4.8333,104.9
Qəzyan,Azerbaijan,42288.0,39.2015,46.415
Nadi,Fiji,42284.0,-17.7996,177.4166
Sokol,Russia,42174.0,59.4648,40.1144
Qapshaghay,Kazakhstan,42167.0,43.8844,77.0687
Yemanzhelinsk,Russia,42023.0,54.7489,61.2935
Moatize,Mozambique,42000.0,-16.0995,33.95
Lesozavodsk,Russia,41778.0,45.4748,133.4298
Uryupinsk,Russia,41644.0,50.7734,42.0031
Cotuí,Dominican Republic,41641.0,19.059,-70.152
Gay,Russia,41619.0,51.4747,58.4543
Arecibo,Puerto Rico,41556.0,18.4491,-66.7387
Auxerre,France,41516.0,47.8004,3.5666
Canoinhas,Brazil,41498.0,-26.18,-50.4
Zaraza,Venezuela,41483.0,9.3404,-65.32
Lushnjë,Albania,41469.0,40.94,19.716
San,Mali,41386.0,13.3004,-4.9
Zelenokumsk,Russia,41306.0,44.4091,43.8787
Itá,Paraguay,41090.0,-25.5096,-57.36
Birsk,Russia,41014.0,55.4244,55.5444
Salinópolis,Brazil,40998.0,-0.6095,-47.34
Frolovo,Russia,40882.0,49.7722,43.6518
Abadan,Turkmenistan,40813.0,38.0517,58.21
Aquidauana,Brazil,40803.0,-20.4696,-55.79
Balykchy,Kyrgyzstan,40527.0,42.456,76.1854
Alta Floresta,Brazil,40466.0,-9.9,-55.91
Huaura,Peru,40400.0,-11.06,-77.6
Pyu,Burma,40386.0,18.4779,96.4379
Alta Gracia,Argentina,40384.0,-31.66,-64.43
Haugesund,Norway,40321.0,59.4119,5.2775
Mirnyy,Russia,40308.0,62.54,113.9614
Bình Long,Vietnam,40279.0,11.6504,106.6
Arawa,Papua New Guinea,40266.0,-6.228,155.566
Oroqen Zizhiqi,China,40128.0,50.5667,123.7167
Luga,Russia,40114.0,58.7363,29.839
Altagracia de Orituco,Venezuela,40052.0,9.8504,-66.38
Raub,Malaysia,40024.0,3.7927,101.8423
Pogradec,Albania,40000.0,40.9,20.664
Tômbua,Angola,40000.0,-15.8,11.86
Ob’,Russia,39949.0,54.998,82.7077
Yi’an,China,39924.0,47.8804,125.3
Uray,Russia,39878.0,60.1401,64.7548
Alekseyevka,Russia,39848.0,50.6535,38.6931
Bogoroditsk,Russia,39553.0,53.7747,38.1144
Tavda,Russia,39480.0,58.0537,65.2583
Borlänge,Sweden,39422.0,60.4833,15.4167
Orange,Australia,39329.0,-33.28,149.1
Kirov,Russia,39319.0,54.0852,34.3048
Pacasmayo,Peru,39282.0,-7.4006,-79.5706
Palmas,Brazil,39150.0,-26.48,-52.0
Caibarién,Cuba,39140.0,22.5158,-79.4722
Guiglo,Côte D’Ivoire,39134.0,6.5505,-7.49
Vichuga,Russia,39071.0,57.2191,41.9287
Toumodi,Côte D’Ivoire,39005.0,6.552,-5.019
Tønsberg,Norway,38914.0,59.264,10.421
Asha,Russia,38883.0,54.998,57.2726
Tshela,Congo (Kinshasa),38845.0,-4.9696,12.93
Bukama,Congo (Kinshasa),38770.0,-9.2096,25.84
Gur’yevsk,Russia,38757.0,54.2981,85.9377
Tamworth,Australia,38551.0,-31.1026,150.9171
Millerovo,Russia,38527.0,48.9379,40.3974
Ts’khinvali,Georgia,38502.0,42.2325,43.975
Sassandra,Côte D’Ivoire,38411.0,4.9504,-6.0833
Kaka,Turkmenistan,38381.0,37.3503,59.6
Carnot,Central African Republic,38071.0,4.9337,15.8666
Maroantsetra,Madagascar,38046.0,-15.4333,49.7333
Kapiri Mposhi,Zambia,37942.0,-13.9696,28.66
Constitución,Chile,37917.0,-35.3296,-72.42
Qarataū,Kazakhstan,37881.0,43.1854,70.46
Dori,Burkina Faso,37806.0,14.034,-0.028
Uglich,Russia,37732.0,57.5244,38.33
Juanjuí,Peru,37715.0,-7.1696,-76.74
Aboisso,Côte D’Ivoire,37654.0,5.4667,-3.2
Sydney,Canada,37538.0,46.0661,-60.18
Réo,Burkina Faso,37535.0,12.3335,-2.4669
Orillia,Canada,37483.0,44.6,-79.4167
Tynda,Russia,37335.0,55.1743,124.7076
Villazón,Bolivia,37215.0,-22.0796,-65.6
Mangai,Congo (Kinshasa),37188.0,-4.0396,19.53
Qulsary,Kazakhstan,37103.0,46.9833,54.0165
Kampene,Congo (Kinshasa),37034.0,-3.5995,26.67
Chimboy Shahri,Uzbekistan,36917.0,42.9311,59.7708
Moss,Norway,36901.0,59.437,10.6692
Kalgoorlie,Australia,36852.0,-30.7354,121.46
Morondava,Madagascar,36803.0,-20.2833,44.2833
Kambove,Congo (Kinshasa),36702.0,-10.8696,26.6
Kasimov,Russia,36663.0,54.9435,41.3931
Serdobsk,Russia,36652.0,52.4622,44.2218
Tunduma,Tanzania,36556.0,-9.2846,32.7749
Bermejo,Bolivia,36544.0,-22.7296,-64.35
Zharkent,Kazakhstan,36496.0,44.1616,79.9801
Voi,Kenya,36487.0,-3.3696,38.57
Kaniama,Congo (Kinshasa),36481.0,-7.5696,24.17
Guaíra,Brazil,36426.0,-24.09,-54.27
Yirga ‘Alem,Ethiopia,36292.0,6.7504,38.41
Slantsy,Russia,36209.0,59.1116,28.0747
Baikonur,Kazakhstan,36175.0,45.6914,63.2413
Nyaungdon,Burma,36172.0,17.0433,95.6429
Nanyuki,Kenya,36142.0,0.0204,37.06
Severoural’sk,Russia,36138.0,60.1565,59.9615
Açu,Brazil,36125.0,-5.5796,-36.9101
Masasi,Tanzania,36032.0,-10.7296,38.7999
Guayaramerín,Bolivia,36008.0,-10.83,-65.41
Hato Mayor,Dominican Republic,35999.0,18.764,-69.257
Blagodarnyy,Russia,35995.0,45.1047,43.4344
Boyarka,Russia,35968.0,70.767,97.5
Jipijapa,Ecuador,35901.0,-1.3496,-80.58
Zvishavane,Zimbabwe,35896.0,-20.3296,30.05
Yalutorovsk,Russia,35892.0,56.6736,66.2983
Valuyki,Russia,35887.0,50.2091,38.0987
Douglas,Isle Of Man,35854.0,54.1504,-4.48
Atbasar,Kazakhstan,35819.0,51.8219,68.3477
Victoria Falls,Zimbabwe,35761.0,-17.9296,25.84
Kumo,Nigeria,35712.0,10.0457,11.2131
Kuala Kapuas,Indonesia,35632.0,-3.0996,114.35
Tibati,Cameroon,35589.0,6.467,12.6333
Rimouski,Canada,35584.0,48.4337,-68.5167
Shar’ya,Russia,35532.0,58.3798,45.5094
Yangambi,Congo (Kinshasa),35531.0,0.7704,24.43
Honda,Colombia,35469.0,5.1903,-74.75
Pala Oua,Chad,35466.0,9.3504,14.9666
Bougouni,Mali,35450.0,11.4204,-7.49
Kundian,Pakistan,35406.0,32.4522,71.4718
Esik,Kazakhstan,35319.0,43.3691,77.4438
Yarumal,Colombia,35315.0,7.0306,-75.5905
Saint-Benoît,Reunion,35310.0,-21.0335,55.7128
Vác,Hungary,35293.0,47.7837,19.1332
Praya,Indonesia,35183.0,-8.7223,116.2923
Bell Ville,Argentina,35105.0,-32.6,-62.68
Korsakov,Russia,35091.0,46.6424,142.7775
Kōṯah-ye ‘As̲h̲rō,Afghanistan,35008.0,34.45,68.8
Timmins,Canada,34974.0,48.4666,-81.3333
Kamsar,Guinea,34973.0,10.6854,-14.605
Ikot Abasi,Nigeria,34911.0,4.5704,7.56
Aksay,Kazakhstan,34799.0,51.1714,53.0349
Viacha,Bolivia,34776.0,-16.65,-68.3
Bezhetsk,Russia,34736.0,57.7647,36.69
Nueve de Julio,Argentina,34718.0,-35.446,-60.89
Prince Albert,Canada,34609.0,53.2,-105.75
Chacabuco,Argentina,34587.0,-34.65,-60.49
Merauke,Indonesia,34412.0,-8.4932,140.4018
Kondopoga,Russia,34360.0,62.2087,34.2887
Staraya Russa,Russia,34303.0,57.9948,31.3544
Businga,Congo (Kinshasa),34247.0,3.3404,20.87
Slavgorod,Russia,34141.0,53.0049,78.6696
Biharamulo,Tanzania,34038.0,-2.6296,31.31
Hwange,Zimbabwe,33989.0,-18.37,26.5
Puerto Berrío,Colombia,33983.0,6.4804,-74.42
Túquerres,Colombia,33979.0,1.09,-77.6199
Vibo Valentia,Italy,33957.0,38.6666,16.1
Verkhniy Ufaley,Russia,33879.0,56.0663,60.2313
Zaozërnyy,Russia,33865.0,55.962,94.7028
Schaffhausen,Switzerland,33863.0,47.706,8.633
Nagua,Dominican Republic,33862.0,19.376,-69.847
Luuq,Somalia,33820.0,3.8005,42.55
Rostov,Russia,33803.0,57.1892,39.4043
Sicuani,Peru,33575.0,-14.2896,-71.23
Shepparton,Australia,33550.0,-36.3746,145.3914
Dyat’kovo,Russia,33527.0,53.5891,34.3392
Segezha,Russia,33354.0,63.7548,34.3243
Forbe Oroya,Peru,33345.0,-11.52,-75.94
Lebowakgomo,South Africa,33308.0,-24.1996,29.5
Atamyrat,Turkmenistan,33242.0,37.8248,65.1997
Velikiy Ustyug,Russia,33237.0,60.7687,46.2987
Mount Isa,Australia,33200.0,-20.7239,139.49
Gualeguay,Argentina,33120.0,-33.15,-59.34
Tweed Heads,Australia,33065.0,-28.1826,153.5466
Mushie,Congo (Kinshasa),33062.0,-3.0196,16.92
Hanumānnagar,Nepal,33061.0,26.5333,86.7333
Gaya,Niger,33051.0,11.8882,3.4467
Aral,Kazakhstan,33017.0,46.8,61.6666
Reggane,Algeria,32974.0,26.7,0.1666
Djenné,Mali,32944.0,13.9,-4.55
Safājā,Egypt,32944.0,26.7337,33.9333
Kholmsk,Russia,32911.0,47.0473,142.0624
Omutninsk,Russia,32800.0,58.6589,52.1592
Queanbeyan,Australia,32602.0,-35.3546,149.2113
Qarqan,China,32494.0,38.1338,85.5333
Beyneu,Kazakhstan,32452.0,45.1834,55.1
Kudymkar,Russia,32423.0,59.0162,54.633
Melton,Australia,32368.0,-37.6895,144.57
De Aar,South Africa,32318.0,-30.65,24.0
Kristianstad,Sweden,32188.0,56.0337,14.1333
Koupéla,Burkina Faso,32052.0,12.177,-0.356
El Golea,Algeria,32049.0,30.5666,2.8833
Pativilca,Peru,31905.0,-10.6996,-77.8
Santa Rita,Venezuela,31810.0,10.5318,-71.5039
Gīmbī,Ethiopia,31809.0,9.167,35.8333
Jacareacanga,Brazil,31661.0,-6.2666,-57.65
Balyqshy,Kazakhstan,31624.0,47.0666,51.8666
Villarrica,Chile,31602.0,-39.28,-72.23
Dubbo,Australia,31574.0,-32.26,148.5973
I‘zāz,Syria,31534.0,36.5888,37.0441
Caboolture,Australia,31513.0,-27.083,152.95
Barabinsk,Russia,31508.0,55.3573,78.3519
Lismore,Australia,31430.0,-28.8167,153.2931
Gubakha,Russia,31424.0,58.8691,57.5887
Köneürgench,Turkmenistan,31400.0,42.3167,59.1667
Cauquenes,Chile,31362.0,-35.96,-72.32
Sasovo,Russia,31325.0,54.3491,41.9087
Skellefteå,Sweden,31311.0,64.7721,20.95
Buurhakaba,Somalia,31267.0,2.7837,44.0833
Marovoay,Madagascar,31253.0,-16.0995,46.6333
Pingxiang,China,31109.0,22.0974,106.7567
Quesada,Costa Rica,31106.0,10.3305,-84.44
Río Grande,Argentina,31095.0,-53.7914,-67.699
Lucapa,Angola,31041.0,-8.4196,20.74
Mossendjo,Congo (Brazzaville),30936.0,-2.9396,12.72
Guasdualito,Venezuela,30860.0,7.24,-70.74
Huamachuco,Peru,30835.0,-7.81,-78.0499
Karpinsk,Russia,30807.0,59.7602,60.0098
Mednogorsk,Russia,30676.0,51.4191,57.5787
Palapye,Botswana,30650.0,-22.5596,27.13
Mercedes,Argentina,30649.0,-29.1796,-58.08
Ambanja,Madagascar,30621.0,-13.6829,48.45
Curanilahue,Chile,30611.0,-37.48,-73.34
Banamba,Mali,30591.0,13.5504,-7.45
Gladstone,Australia,30489.0,-23.8533,151.2467
Borzya,Russia,30421.0,50.3886,116.5186
Télimélé,Guinea,30311.0,10.905,-13.043
Grajaú,Brazil,30217.0,-5.81,-46.15
Kibiti,Tanzania,30163.0,-7.7296,38.95
Moanda,Gabon,30151.0,-1.5655,13.2
Ypacarai,Paraguay,30150.0,-25.41,-57.28
Kombissiri,Burkina Faso,30137.0,12.064,-1.334
Svetogorsk,Russia,30115.0,61.1013,28.9177
Wuyuan,China,30057.0,41.0896,108.2722
Villa Ángela,Argentina,30051.0,-27.5833,-60.7167
Kulat,Indonesia,30012.0,-8.7151,115.1841
Casma,Peru,30000.0,-9.44,-78.21
Bourèm Guindou,Mali,30000.0,16.9004,-0.35
Mavinga,Angola,30000.0,-15.7895,20.36
Warrnambool,Australia,29928.0,-38.38,142.47
Castro,Chile,29926.0,-42.4808,-73.7623
Sunbury,Australia,29925.0,-37.5696,144.71
Kabalo,Congo (Kinshasa),29833.0,-6.0496,26.91
Shīeli,Kazakhstan,29832.0,44.167,66.75
Mandalī,Iraq,29785.0,33.7436,45.5464
Sovetskaya Gavan’,Russia,29740.0,48.9699,140.2749
Jaguarão,Brazil,29613.0,-32.56,-53.37
Kirovsk,Russia,29605.0,67.6091,33.6687
Pontes e Lacerda,Brazil,29381.0,-15.2196,-59.35
Sosnogorsk,Russia,29343.0,63.5948,53.8943
Cottica,Suriname,29210.0,3.85,-54.2333
Tauá,Brazil,29188.0,-5.9995,-40.31
Svendborg,Denmark,29180.0,55.0704,10.6167
Tame,Colombia,29099.0,6.4603,-71.74
Nouna,Burkina Faso,29048.0,12.729,-3.86
Tocache Nuevo,Peru,29029.0,-8.1796,-76.52
Tupiza,Bolivia,28766.0,-21.4396,-65.72
Ak’ordat,Eritrea,28600.0,15.549,37.8867
Karasuk,Russia,28589.0,53.7273,78.0219
Kartaly,Russia,28503.0,53.0474,60.6819
Zheleznogorsk-Ilimskiy,Russia,28456.0,56.5762,104.1227
Mpika,Zambia,28445.0,-11.83,31.46
Kotel’nich,Russia,28431.0,58.3041,48.3137
Acaraú,Brazil,28389.0,-2.8896,-40.12
Icó,Brazil,28323.0,-6.4,-38.85
Dal’nerechensk,Russia,28300.0,45.9273,133.7223
Alga,Kazakhstan,28267.0,49.9032,57.335
Thung Song,Thailand,28223.0,8.154,99.7286
Chiredzi,Zimbabwe,28205.0,-21.0496,31.66
Oktyabr’sk,Kazakhstan,28196.0,49.4731,57.4449
Nev’yansk,Russia,28170.0,57.4902,60.2148
Llallagua,Bolivia,28069.0,-18.42,-66.64
Sion,Switzerland,28045.0,46.239,7.354
Gaoua,Burkina Faso,28023.0,10.325,-3.174
Ancud,Chile,28020.0,-41.87,-73.83
Aleysk,Russia,28019.0,52.4918,82.7777
Kasangulu,Congo (Kinshasa),27961.0,-4.5796,15.18
Camiri,Bolivia,27961.0,-20.05,-63.52
Mocímboa,Mozambique,27909.0,-11.3196,40.35
Cayambe,Ecuador,27881.0,0.0504,-78.16
Kolpashevo,Russia,27876.0,58.3004,82.9954
Bolobo,Congo (Kinshasa),27862.0,-2.1595,16.24
Dembī Dolo,Ethiopia,27780.0,8.5337,34.8
Santa Vitória do Palmar,Brazil,27775.0,-33.52,-53.37
Örnsköldsvik,Sweden,27749.0,63.318,18.7167
Alice Springs,Australia,27710.0,-23.701,133.88
Mananjary,Madagascar,27686.0,-21.2167,48.3333
Atkarsk,Russia,27554.0,51.8765,44.9961
Touba,Côte D’Ivoire,27504.0,8.28,-7.684
Tongyangdao,China,27476.0,41.7676,109.9711
Sol’-Iletsk,Russia,27419.0,51.1603,54.9999
Santiago de Tolú,Colombia,27390.0,9.5358,-75.572
Savonlinna,Finland,27353.0,61.8666,28.8833
Geraldton,Australia,27258.0,-28.7666,114.6
Shalqar,Kazakhstan,27256.0,47.8363,59.6141
Kuaidamao,China,27227.0,41.68,125.75
Timaru,New Zealand,27200.0,-44.3972,171.2425
Shemonaīkha,Kazakhstan,27176.0,50.6316,81.905
Nikolayevsk-na-Amure,Russia,27152.0,53.1496,140.73
Puerto Armuelles,Panama,27147.0,8.28,-82.87
Colíder,Brazil,27139.0,-10.8173,-55.4506
Sikonge,Tanzania,27113.0,-5.6295,32.77
Asino,Russia,27070.0,56.9931,86.1627
Libenge,Congo (Kinshasa),27053.0,3.6604,18.62
Coronel Suárez,Argentina,27000.0,-37.4666,-61.9166
Zeya,Russia,26999.0,53.75,127.2666
Bunbury,Australia,26998.0,-33.3443,115.6502
Tara,Russia,26986.0,56.8982,74.3782
Aripuanã,Brazil,26983.0,-9.17,-60.64
Chancay,Peru,26958.0,-11.5596,-77.27
Chíos,Greece,26891.0,38.3681,26.1358
Léo,Burkina Faso,26884.0,11.094,-2.098
Bafoulabé,Mali,26823.0,13.8004,-10.82
Pugachev,Russia,26690.0,52.0148,48.7944
Viana,Brazil,26689.0,-3.2096,-45.0
La Ligua,Chile,26665.0,-32.46,-71.24
Nzega,Tanzania,26584.0,-4.2096,33.18
Okha,Russia,26560.0,53.5739,142.9479
Bakal,Russia,26559.0,54.9459,58.7959
Buy,Russia,26486.0,58.4847,41.5244
Beitbridge,Zimbabwe,26459.0,-22.2096,29.99
Albany,Australia,26445.0,-35.0169,117.8916
Illapel,Chile,26340.0,-31.6296,-71.17
Punata,Bolivia,26323.0,-17.55,-65.84
Pukekohe East,New Zealand,26300.0,-37.2015,174.9033
Vel’sk,Russia,26300.0,61.0674,42.0974
La Unión,Chile,26298.0,-40.29,-73.09
Ayorou,Niger,26290.0,14.7318,0.9195
Arlon,Belgium,26179.0,49.6833,5.8167
Saint-Georges,Canada,26149.0,46.1171,-70.6667
Toktogul,Kyrgyzstan,26115.0,41.8826,72.9372
Mizdah,Libya,26107.0,31.4337,12.9833
Fajardo,Puerto Rico,26067.0,18.333,-65.6592
Tinipuka,Indonesia,26021.0,-4.5496,136.89
Diapaga,Burkina Faso,26013.0,12.077,1.796
Krasnoarmeysk,Russia,25841.0,51.0174,45.6974
Severobaykal’sk,Russia,25800.0,55.634,109.313
Koko,Nigeria,25792.0,11.4232,4.517
Neiba,Dominican Republic,25731.0,18.4666,-71.4166
Sept-Îles,Canada,25686.0,50.3161,-66.36
Lensk,Russia,25589.0,60.7253,114.947
Kariba,Zimbabwe,25531.0,-16.5296,28.8
Tougué,Guinea,25531.0,11.44,-11.67
San Ignacio de Velasco,Bolivia,25391.0,-16.3696,-60.96
Ust’-Kut,Russia,25388.0,56.765,105.76
Freeport City,"Bahamas, The",25383.0,26.5333,-78.7
Nelidovo,Russia,25349.0,56.2235,32.7731
Paraparaumu,New Zealand,25263.0,-40.9034,174.9989
Chiromo,Malawi,25235.0,-16.55,35.1332
Dolores,Argentina,25190.0,-36.33,-57.69
Hermanus,South Africa,25153.0,-34.4096,19.2299
Tatarsk,Russia,25150.0,55.2219,75.9665
Bologoye,Russia,25142.0,57.8722,34.0518
Ereymentaū,Kazakhstan,25141.0,51.6303,73.1049
Victoria,Argentina,25139.0,-32.61,-60.18
Hervey Bay,Australia,25114.0,-25.2887,152.8409
Ongwediva,Namibia,25032.0,-17.78,15.77
Karoi,Zimbabwe,25030.0,-16.8196,29.68
Puerto Varas,Chile,24958.0,-41.33,-72.99
Socorro,Colombia,24895.0,6.4603,-73.27
Madaoua,Niger,24804.0,14.0762,5.9586
Lincoln,Argentina,24798.0,-34.88,-61.5399
Farafangana,Madagascar,24764.0,-22.8166,47.8332
Kakonko,Tanzania,24688.0,-3.2796,30.96
Topki,Russia,24672.0,55.2802,85.6108
Veinticinco de Mayo,Argentina,24668.0,-35.43,-60.18
Victoria,Chile,24555.0,-38.2395,-72.34
Watsa,Congo (Kinshasa),24516.0,3.04,29.53
Tocopilla,Chile,24460.0,-22.09,-70.19
Aldan,Russia,24426.0,58.603,125.3894
Baubau,Indonesia,24412.0,-5.4699,122.6163
Xinxing,China,24317.0,47.1601,123.8
Saint-Laurent-du-Maroni,French Guiana,24287.0,5.4976,-54.0325
Labasa,Fiji,24187.0,-16.4166,179.3833
Al Jawf,Libya,24132.0,24.2,23.29
Frederikshavn,Denmark,24103.0,57.4337,10.5333
Grootfontein,Namibia,24099.0,-19.5666,18.1166
As Sulayyil,Saudi Arabia,24097.0,20.4623,45.5722
Gusinoozërsk,Russia,24083.0,51.2808,106.5004
Kalachinsk,Russia,24059.0,55.0487,74.5683
Kourou,French Guiana,24029.0,5.16,-52.6499
Zorgo,Burkina Faso,23892.0,12.243,-0.611
Jardim,Brazil,23780.0,-21.4799,-56.15
Diu,India,23779.0,20.7197,70.9904
Hoh Ereg,China,23776.0,41.0955,111.4408
Fria,Guinea,23729.0,10.3804,-13.55
Guanhães,Brazil,23727.0,-18.78,-42.95
Khromtaū,Kazakhstan,23715.0,50.2699,58.45
Nchelenge,Zambia,23693.0,-9.3496,28.73
Ayapel,Colombia,23639.0,8.3304,-75.15
Bogotol,Russia,23622.0,56.2165,89.5184
Dudinka,Russia,23619.0,69.4182,86.225
Tash-Kömür,Kyrgyzstan,23594.0,41.3419,72.2314
Nazca,Peru,23556.0,-14.83,-74.94
El Seibo,Dominican Republic,23547.0,18.764,-69.035
Bondo,Congo (Kinshasa),23517.0,3.81,23.67
L’gov,Russia,23500.0,51.6948,35.2744
Bāglung,Nepal,23296.0,28.2667,83.5833
Dubăsari,Moldova,23254.0,47.2631,29.1608
Quaraí,Brazil,23229.0,-30.38,-56.4599
Mount Gambier,Australia,23209.0,-37.8313,140.765
Gitega,Burundi,23167.0,-3.426,29.8436
Macia,Mozambique,23156.0,-25.0195,33.09
Sīwah,Egypt,23080.0,29.2,25.5167
Lengir,Kazakhstan,23058.0,42.1899,69.8799
Makīnsk,Kazakhstan,23020.0,52.6404,70.41
Sechura,Peru,23020.0,-5.5596,-80.82
Gyêgu,China,23000.0,33.0166,96.7333
Vega Baja,Puerto Rico,22975.0,18.441,-66.3993
Inta,Russia,22921.0,66.0374,60.1674
Yako,Burkina Faso,22904.0,12.954,-2.263
Tunuyán,Argentina,22834.0,-33.5662,-69.0167
Tashtagol,Russia,22779.0,52.7918,87.8677
San Miguel de Papasquiaro,Mexico,22750.0,24.8304,-105.34
Gjøvik,Norway,22719.0,60.8,10.7
Onega,Russia,22693.0,63.9271,38.0771
Maracaju,Brazil,22690.0,-21.61,-55.18
Andoany,Madagascar,22680.0,-13.4,48.2666
Armidale,Australia,22673.0,-30.5123,151.6675
Oytal,Kazakhstan,22673.0,42.9153,73.2549
Kemi,Finland,22641.0,65.7333,24.5817
Owen Sound,Canada,22625.0,44.5666,-80.85
Taupo,New Zealand,22600.0,-38.693,176.0771
Dawmat al Jandal,Saudi Arabia,22583.0,29.8153,39.8664
Campoalegre,Colombia,22568.0,2.69,-75.33
Whyalla,Australia,22559.0,-33.025,137.5614
Bélabo,Cameroon,22553.0,4.9337,13.3
Sale,Australia,22486.0,-38.1096,147.06
Aranyaprathet,Thailand,22472.0,13.6824,102.4969
Baturité,Brazil,22417.0,-4.3296,-38.88
Pýrgos,Greece,22399.0,37.6837,21.45
Ar Ruţbah,Iraq,22370.0,33.0385,40.2845
Lebu,Chile,22345.0,-37.6096,-73.65
Barakī Barak,Afghanistan,22305.0,33.9667,68.9667
Demba,Congo (Kinshasa),22263.0,-5.5096,22.26
Djibo,Burkina Faso,22223.0,14.099,-1.627
Eséka,Cameroon,22221.0,3.6504,10.7666
Qarazhal,Kazakhstan,22170.0,48.0253,70.7999
Kizel,Russia,22135.0,59.0644,57.6343
Katoomba,Australia,22076.0,-33.7069,150.32
Araçuaí,Brazil,22005.0,-16.8596,-42.0699
Puerto Suárez,Bolivia,22000.0,-18.9496,-57.85
Frauenfeld,Switzerland,21979.0,47.568,9.108
Toguchin,Russia,21886.0,55.2377,84.3777
Vänersborg,Sweden,21835.0,58.363,12.33
Kobilo,Senegal,21656.0,16.15,-13.5
Manicoré,Brazil,21549.0,-5.8122,-61.2975
Shimanovsk,Russia,21466.0,52.0024,127.6975
Palatka,Russia,21452.0,60.1,150.9
Antsohihy,Madagascar,21290.0,-14.8661,47.9834
Krujë,Albania,21286.0,41.519,19.797
Isil’kul’,Russia,21136.0,54.9287,71.2682
Trinidad,Uruguay,21093.0,-33.544,-56.901
Nzeto,Angola,21059.0,-7.2296,12.86
Jauja,Peru,21057.0,-11.7996,-75.5
Sotouboua,Togo,21054.0,8.557,0.985
Chascomús,Argentina,21054.0,-35.5662,-58.0166
Boralday,Kazakhstan,20996.0,43.3341,76.8288
Camaná,Peru,20956.0,-16.6196,-72.72
Goulburn,Australia,20940.0,-34.7496,149.7102
Petrovsk-Zabaykal’skiy,Russia,20889.0,51.2827,108.8327
Okahandja,Namibia,20879.0,-21.9796,16.91
Gamboma,Congo (Brazzaville),20877.0,-1.8795,15.85
Corner Brook,Canada,20791.0,48.95,-57.9333
Ulundi,South Africa,20753.0,-28.3296,31.41
San Felipe,Mexico,20750.0,31.0241,-114.8496
Maryborough,Australia,20678.0,-25.5491,152.7209
Miandrivazo,Madagascar,20631.0,-19.5162,45.4666
Val-d’Or,Canada,20625.0,48.1166,-77.7666
Kawambwa,Zambia,20589.0,-9.7795,29.08
Krasnoural’sk,Russia,20571.0,58.3515,60.0515
Mbala,Zambia,20570.0,-8.84,31.37
Komatipoort,South Africa,20508.0,-25.4096,31.94
Üshtöbe,Kazakhstan,20492.0,45.2653,77.97
Mo i Rana,Norway,20409.0,66.3166,14.1667
Chilecito,Argentina,20343.0,-29.1655,-67.5
New Glasgow,Canada,20322.0,45.5833,-62.6333
Cañas,Costa Rica,20306.0,10.43,-85.1
Salamanca,Chile,20214.0,-31.7796,-70.98
San Lorenzo de Esmeraldas,Ecuador,20209.0,1.2704,-78.8601
Masterton,New Zealand,20200.0,-40.9439,175.6456
Musina,South Africa,20191.0,-22.34,30.03
Sesheke,Zambia,20149.0,-17.4695,24.3
Cherepanovo,Russia,20125.0,54.2336,83.3688
Kwinana,Australia,20086.0,-32.2394,115.7702
Zhosaly,Kazakhstan,20065.0,45.4877,64.078
Kasongo-Lunda,Congo (Kinshasa),20060.0,-6.4796,16.83
Rayevskiy,Russia,20060.0,54.0674,54.9269
Pita,Guinea,20052.0,11.08,-12.401
Esquel,Argentina,20048.0,-42.9,-71.3166
